AC12 Concessions, brevets, licences, marques
AC13 Fonds commercial
AC2 Actifs corporels d'exploitation
AC21 Installations techniques et machines
AC22 Autres installations, outillage et mobilier
AC3 Placements
AC31 Terrains et constructions
AC311 Terrains et constructions d'exploitation
AC312 Terrains et constructions hors exploitation
STAR,33,1,,,CHNV3_ 2°Colonne,,,,,,,,,,,,,,,,,,,,,,,,,,,792 218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Part des réassureurs dans la participation aux
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,résultats
STAR,33,1,,,,CHNV44 _ 2°Colonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 478 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissions reçues des réassureurs
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 664 343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solde de réassurance
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934 873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Résultat technique
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Informations complémentaires
STAR,33,1,,,"140 518 755
110 249 254
701 875 747
696 829 163
30 864 706
29 904 208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provisions pour Primes non Acquises clôture
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provisions pour Primes non Acquises
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Réouverture
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provisions pour Sinistres à Payer Clôture
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provisions pour Sinistres à Payer Réouverture
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autres provisions techniques clôture
STAR,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autres provisions techniques Réouverture
